,Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
1024,Exeter Chiefs,2.0,1.0,2.0,50.0,2.0,7.0,28.57142857142857,0.33299999999999996,0.0,0.0,11.0,204.0,139.0,561.0,0.67,6.0,21.0,12.0,10.0,1.0,0.937,0.0,0.0,0,16.0,82,7,0.9209999999999999,1.0,3.0,1.0,7.0,0,9.0,3.0,0.0,9.0,0.75,10,0,0,D Pearson,1,18 ,1.0,4.0,11
1025,London Irish,1.0,0.0,1.0,0.0,2.0,3.0,66.66666666666666,0.5,0.0,0.0,22.0,89.0,72.0,209.0,0.33,2.0,7.0,2.0,62.0,65.0,0.9540000000000001,0.0,0.0,0,16.0,125,21,0.856,7.0,1.0,3.0,1.0,0,9.0,0.0,3.0,9.0,1.0,11,0,0,D Pearson,0, 11,0.0,8.0,10
1026,Saracens,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.833,0.0,0.0,16.0,155.0,100.0,400.0,0.25,8.0,13.0,10.0,76.0,79.0,0.9620000000000001,0.0,0.0,0,15.0,78,8,0.907,7.0,0.0,0.0,5.0,0,14.0,0.0,2.0,10.0,1.0,7,0,0,GM Garner,1,19 ,0.0,7.0,15
1027,Harlequins,3.0,3.0,3.0,100.0,1.0,4.0,25.0,0.5710000000000001,0.0,0.0,20.0,89.0,72.0,261.0,0.75,4.0,8.0,5.0,65.0,67.0,0.97,0.0,0.0,0,4.0,98,13,0.883,5.0,0.0,0.0,7.0,0,10.0,2.0,0.0,14.0,0.833,15,3,0,GM Garner,0, 24,1.0,5.0,7
1028,Sale Sharks,1.0,1.0,1.0,100.0,3.0,6.0,50.0,0.5710000000000001,0.0,0.0,21.0,97.0,96.0,335.0,1.0,5.0,18.0,9.0,74.0,79.0,0.937,0.0,0.0,0,7.0,89,7,0.927,7.0,0.0,0.0,2.0,0,15.0,1.0,3.0,13.0,0.938,12,1,0,GM Garner,1,16 ,1.0,7.0,14
1029,Bath Rugby,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,28.0,109.0,76.0,351.0,0.0,2.0,7.0,4.0,66.0,70.0,0.943,0.0,0.0,0,11.0,105,18,0.8540000000000001,2.0,0.0,0.0,7.0,0,13.0,3.0,1.0,15.0,0.812,14,0,0,GM Garner,0, 9,0.0,2.0,12
1030,Worcester Warriors,2.0,2.0,2.0,100.0,4.0,7.0,57.14285714285714,0.667,0.0,0.0,11.0,97.0,80.0,307.0,0.33,3.0,9.0,6.0,44.0,50.0,0.88,0.0,0.0,0,13.0,98,14,0.875,6.0,2.0,2.0,5.0,0,8.0,4.0,1.0,7.0,0.667,9,0,0,DD Richards,1,26 ,0.0,8.0,13
1031,Exeter Chiefs,4.0,1.0,4.0,25.0,3.0,5.0,60.0,0.444,0.0,0.0,13.0,154.0,101.0,366.0,0.67,3.0,14.0,10.0,71.0,74.0,0.9590000000000001,0.0,0.0,0,16.0,63,9,0.875,5.0,2.0,2.0,6.0,0,7.0,1.0,4.0,8.0,0.875,13,2,0,DD Richards,0, 31,1.0,7.0,9
1032,Northampton Saints,2.0,1.0,2.0,50.0,3.0,3.0,100.0,0.8,0.0,0.0,22.0,165.0,102.0,485.0,0.33,9.0,16.0,18.0,61.0,63.0,0.968,0.0,0.0,0,14.0,71,19,0.789,7.0,2.0,1.0,9.0,0,10.0,6.0,2.0,13.0,0.625,11,0,0,D Pearson,1,21 ,0.0,9.0,12
1033,Leicester Tigers,4.0,3.0,4.0,75.0,3.0,4.0,75.0,0.75,0.0,0.0,26.0,97.0,87.0,389.0,0.67,10.0,19.0,12.0,59.0,60.0,0.983,0.0,0.0,0,10.0,82,16,0.8370000000000001,9.0,1.0,2.0,7.0,0,13.0,2.0,6.0,10.0,0.867,12,1,0,D Pearson,0, 35,1.0,10.0,11
1034,Harlequins,4.0,2.0,4.0,50.0,3.0,3.0,100.0,0.7140000000000001,0.0,0.0,19.0,177.0,124.0,472.0,0.67,8.0,19.0,10.0,10.0,1.0,0.971,0.0,0.0,0,12.0,84,12,0.875,9.0,1.0,0.0,5.0,0,15.0,0.0,2.0,7.0,1.0,11,0,0,JP Doyle,1,33 ,1.0,10.0,13
1035,Wasps,2.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,17.0,128.0,89.0,455.0,0.33,6.0,12.0,7.0,59.0,66.0,0.894,0.0,0.0,0,17.0,146,18,0.89,5.0,0.0,1.0,9.0,0,7.0,2.0,0.0,15.0,0.778,13,1,0,JP Doyle,0, 17,0.0,5.0,11
1036,Gloucester Rugby,1.0,0.0,1.0,0.0,5.0,6.0,83.33333333333334,0.7140000000000001,0.0,0.0,20.0,142.0,77.0,279.0,0.33,5.0,19.0,4.0,65.0,67.0,0.97,0.0,0.0,0,9.0,47,4,0.922,6.0,1.0,1.0,3.0,0,11.0,4.0,3.0,12.0,0.733,12,0,0,T Wigglesworth,1,20 ,0.0,7.0,11
1037,Newcastle Falcons,2.0,2.0,2.0,100.0,5.0,6.0,83.33333333333334,0.875,0.0,0.0,23.0,46.0,46.0,184.0,0.67,3.0,4.0,3.0,37.0,37.0,1.0,0.0,0.0,0,9.0,95,19,0.833,3.0,1.0,1.0,6.0,0,12.0,3.0,4.0,11.0,0.8,11,0,0,T Wigglesworth,0, 29,1.0,4.0,12
1038,London Irish,2.0,0.0,2.0,0.0,3.0,3.0,100.0,0.6,0.0,0.0,26.0,71.0,80.0,252.0,0.67,5.0,11.0,9.0,64.0,66.0,0.97,0.0,0.0,0,7.0,82,13,0.863,6.0,1.0,1.0,3.0,0,8.0,2.0,1.0,14.0,0.8,14,1,0,M Fox,1,19 ,0.0,7.0,7
1039,Saracens,1.0,1.0,1.0,100.0,5.0,5.0,100.0,1.0,2.0,0.0,27.0,92.0,75.0,323.0,0.33,1.0,13.0,5.0,63.0,66.0,0.955,0.0,0.0,0,10.0,91,11,0.892,3.0,1.0,1.0,6.0,0,14.0,1.0,2.0,8.0,0.9329999999999999,7,1,0,M Fox,0, 28,1.0,4.0,14
1040,Newcastle Falcons,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.5,0.0,0.0,41.0,98.0,97.0,245.0,0.0,4.0,18.0,2.0,84.0,87.0,0.966,0.0,0.0,0,8.0,75,14,0.843,6.0,1.0,1.0,5.0,0,10.0,4.0,2.0,11.0,0.7140000000000001,10,0,0,JP Doyle,1,3 ,0.0,7.0,9
1041,Saracens,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.6,0.0,0.0,37.0,78.0,70.0,270.0,0.0,6.0,14.0,6.0,57.0,59.0,0.966,0.0,0.0,0,10.0,120,18,0.87,5.0,1.0,1.0,6.0,0,11.0,2.0,4.0,10.0,0.846,9,1,0,JP Doyle,0, 9,1.0,6.0,10
1042,Worcester Warriors,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.5,0.0,0.0,23.0,135.0,99.0,246.0,0.4,3.0,5.0,4.0,79.0,80.0,0.988,0.0,0.0,0,13.0,118,19,0.861,6.0,0.0,1.0,6.0,0,11.0,2.0,2.0,12.0,0.846,6,0,0,T Wigglesworth,1,16 ,0.0,6.0,13
1043,London Irish,3.0,2.0,3.0,66.66666666666666,2.0,3.0,66.66666666666666,0.667,0.0,1.0,27.0,127.0,110.0,360.0,0.6,4.0,19.0,6.0,86.0,92.0,0.935,0.0,0.0,0,12.0,98,5,0.9520000000000001,6.0,1.0,0.0,6.0,0,12.0,2.0,2.0,11.0,0.857,13,0,0,T Wigglesworth,0, 25,1.0,7.0,6
1044,Bath Rugby,3.0,1.0,3.0,33.33333333333333,0.0,1.0,0.0,0.25,0.0,0.0,15.0,122.0,107.0,473.0,1.0,7.0,16.0,12.0,70.0,77.0,0.909,0.0,0.0,0,15.0,104,17,0.86,5.0,2.0,0.0,8.0,0,16.0,3.0,5.0,8.0,0.8420000000000001,13,0,0,D Pearson,1,17 ,1.0,7.0,11
1045,Wasps,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,20.0,126.0,98.0,294.0,0.0,4.0,17.0,10.0,76.0,78.0,0.9740000000000001,0.0,0.0,0,11.0,108,17,0.8640000000000001,8.0,0.0,2.0,5.0,0,8.0,5.0,3.0,16.0,0.615,11,1,0,D Pearson,0, 12,0.0,8.0,13
1046,Harlequins,3.0,3.0,3.0,100.0,4.0,4.0,100.0,1.0,0.0,0.0,19.0,112.0,95.0,415.0,0.43,4.0,16.0,9.0,73.0,76.0,0.961,0.0,0.0,0,6.0,101,12,0.894,2.0,1.0,2.0,2.0,0,12.0,3.0,1.0,12.0,0.8,15,0,0,W Barnes,1,33 ,0.0,3.0,12
1047,Leicester Tigers,4.0,4.0,4.0,100.0,5.0,5.0,100.0,1.0,0.0,0.0,19.0,107.0,96.0,345.0,0.57,10.0,12.0,7.0,76.0,80.0,0.95,0.0,0.0,0,4.0,105,16,0.868,2.0,2.0,1.0,2.0,0,12.0,1.0,3.0,12.0,0.9229999999999999,12,1,0,W Barnes,0, 43,1.0,4.0,15
1048,Gloucester Rugby,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.833,0.0,0.0,19.0,119.0,84.0,459.0,0.33,4.0,13.0,4.0,61.0,65.0,0.938,0.0,0.0,0,11.0,78,8,0.907,2.0,2.0,3.0,4.0,0,7.0,3.0,2.0,8.0,0.7,13,1,0,DM Rose,1,19 ,0.0,4.0,9
1049,Sale Sharks,2.0,1.0,2.0,50.0,3.0,6.0,50.0,0.5,1.0,0.0,25.0,76.0,87.0,328.0,0.67,5.0,8.0,11.0,67.0,70.0,0.9570000000000001,0.0,0.0,0,11.0,87,13,0.87,4.0,3.0,2.0,2.0,0,8.0,2.0,3.0,7.0,0.8,9,1,0,DM Rose,0, 24,1.0,7.0,13
1050,Exeter Chiefs,2.0,1.0,2.0,50.0,1.0,3.0,33.33333333333333,0.4,0.0,0.0,16.0,147.0,118.0,399.0,0.5,11.0,18.0,5.0,95.0,10.0,0.941,0.0,0.0,0,8.0,66,7,0.904,11.0,3.0,0.0,6.0,0,7.0,4.0,4.0,14.0,0.636,14,0,0,A Small,1,15 ,0.0,14.0,11
1051,Northampton Saints,2.0,1.0,2.0,50.0,2.0,3.0,66.66666666666666,0.6,0.0,0.0,21.0,116.0,77.0,228.0,0.5,2.0,7.0,7.0,56.0,57.0,0.982,0.0,0.0,0,16.0,125,18,0.8740000000000001,6.0,0.0,3.0,11.0,0,14.0,4.0,4.0,7.0,0.778,11,0,0,A Small,0, 18,1.0,6.0,14
1052,Saracens,4.0,4.0,4.0,100.0,4.0,6.0,66.66666666666666,0.8,0.0,0.0,21.0,126.0,77.0,464.0,0.57,5.0,14.0,9.0,50.0,54.0,0.9259999999999999,0.0,0.0,0,21.0,97,9,0.915,6.0,3.0,0.0,7.0,0,12.0,3.0,3.0,8.0,0.8,9,0,0,T Wigglesworth,1,40 ,1.0,9.0,12
1053,Exeter Chiefs,3.0,2.0,3.0,66.66666666666666,1.0,2.0,50.0,0.6,0.0,0.0,19.0,131.0,99.0,247.0,0.43,2.0,9.0,8.0,67.0,70.0,0.9570000000000001,0.0,0.0,0,24.0,73,14,0.8390000000000001,7.0,0.0,3.0,6.0,0,8.0,3.0,3.0,12.0,0.727,12,0,0,T Wigglesworth,0, 22,0.0,7.0,9
1054,Sale Sharks,1.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,9.0,98.0,76.0,338.0,0.33,7.0,19.0,8.0,52.0,56.0,0.929,0.0,0.0,0,10.0,90,13,0.8740000000000001,7.0,6.0,0.0,7.0,0,15.0,2.0,2.0,13.0,0.882,15,0,0,M Fox,1,10 ,0.0,13.0,16
1055,Harlequins,2.0,1.0,2.0,50.0,4.0,5.0,80.0,0.7140000000000001,0.0,0.0,13.0,113.0,92.0,416.0,0.67,11.0,13.0,11.0,61.0,63.0,0.968,0.0,0.0,0,11.0,78,19,0.804,7.0,0.0,6.0,7.0,0,13.0,2.0,2.0,15.0,0.867,16,1,0,M Fox,0, 24,1.0,7.0,15
1056,Northampton Saints,5.0,4.0,5.0,80.0,3.0,3.0,100.0,0.875,0.0,0.0,20.0,146.0,112.0,439.0,0.71,9.0,18.0,12.0,68.0,73.0,0.932,0.0,0.0,0,13.0,80,12,0.87,8.0,3.0,0.0,5.0,0,12.0,2.0,6.0,13.0,0.857,9,0,0,GM Garner,1,42 ,1.0,11.0,17
1057,Worcester Warriors,2.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,111.0,97.0,419.0,0.29,7.0,12.0,13.0,61.0,65.0,0.938,0.0,0.0,0,20.0,83,18,0.8220000000000001,5.0,0.0,3.0,8.0,0,13.0,6.0,2.0,12.0,0.684,17,2,0,GM Garner,0, 14,0.0,5.0,9
1058,Exeter Chiefs,1.0,1.0,1.0,100.0,4.0,4.0,100.0,1.0,1.0,0.0,34.0,116.0,108.0,334.0,0.0,1.0,10.0,9.0,83.0,87.0,0.9540000000000001,0.0,0.0,0,15.0,89,19,0.8240000000000001,12.0,1.0,3.0,7.0,0,8.0,1.0,3.0,14.0,0.889,11,0,0,RS Debney,1,22 ,1.0,13.0,7
1059,Gloucester Rugby,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,151.0,104.0,500.0,0.0,10.0,18.0,10.0,60.0,64.0,0.938,0.0,0.0,0,25.0,112,9,0.9259999999999999,7.0,3.0,1.0,12.0,0,14.0,3.0,1.0,8.0,0.8240000000000001,7,0,0,RS Debney,0, 10,0.0,10.0,11
1060,Yorkshire Carnegie,1.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,1.0,0.0,18.0,116.0,93.0,246.0,0.0,4.0,9.0,12.0,69.0,73.0,0.945,0.0,0.0,0,18.0,85,14,0.8590000000000001,9.0,2.0,3.0,10.0,0,9.0,1.0,5.0,10.0,0.9,13,0,0,JP Doyle,1,16 ,0.0,11.0,13
1061,Bath Rugby,4.0,3.0,3.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,13.0,102.0,77.0,318.0,0.0,5.0,14.0,8.0,59.0,64.0,0.922,0.0,0.0,0,12.0,101,9,0.9179999999999999,10.0,3.0,2.0,9.0,0,10.0,5.0,1.0,9.0,0.667,13,1,0,JP Doyle,0, 32,1.0,13.0,13
1062,Northampton Saints,3.0,3.0,3.0,100.0,2.0,7.0,28.57142857142857,0.5,0.0,2.0,19.0,123.0,109.0,457.0,0.0,6.0,6.0,15.0,85.0,89.0,0.955,7.0,7.0,1,9.0,115,8,0.935,5.0,1.0,0.0,3.0,1,10.0,1.0,3.0,13.0,0.909,15,1,0,D Pearson,1,27 ,1.0,6.0,14
1063,Leicester Tigers,3.0,2.0,3.0,66.66666666666666,0.0,3.0,0.0,0.33299999999999996,0.0,1.0,10.0,175.0,100.0,359.0,0.0,8.0,8.0,14.0,74.0,78.0,0.9490000000000001,2.0,2.0,1,12.0,130,6,0.956,3.0,0.0,1.0,5.0,1,13.0,3.0,1.0,10.0,0.812,14,1,0,D Pearson,0, 19,0.0,3.0,15
1064,Sale Sharks,2.0,2.0,2.0,100.0,6.0,6.0,100.0,1.0,1.0,0.0,16.0,121.0,112.0,264.0,0.0,4.0,5.0,10.0,93.0,98.0,0.9490000000000001,0.0,0.0,0,12.0,103,6,0.945,11.0,2.0,1.0,8.0,0,5.0,4.0,0.0,8.0,0.556,13,1,0,DD Richards,1,35 ,1.0,13.0,11
1065,Newcastle Falcons,2.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,17.0,162.0,101.0,224.0,0.0,1.0,6.0,7.0,74.0,76.0,0.9740000000000001,0.0,0.0,0,20.0,126,5,0.9620000000000001,8.0,1.0,2.0,11.0,0,8.0,0.0,4.0,5.0,1.0,11,0,0,DD Richards,0, 18,0.0,9.0,13
1066,London Irish,4.0,2.0,4.0,50.0,3.0,4.0,75.0,0.625,0.0,0.0,30.0,173.0,122.0,342.0,0.0,8.0,15.0,6.0,10.0,1.0,0.963,2.0,2.0,1,6.0,103,10,0.9109999999999999,8.0,4.0,0.0,6.0,1,8.0,0.0,1.0,8.0,1.0,9,2,0,A Small,1,33 ,1.0,12.0,16
1067,Saracens,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.5,0.0,0.0,16.0,152.0,108.0,325.0,0.0,7.0,9.0,11.0,82.0,85.0,0.965,2.0,2.0,1,14.0,136,15,0.9009999999999999,6.0,0.0,4.0,8.0,1,8.0,1.0,0.0,8.0,0.889,16,2,0,A Small,0, 16,0.0,6.0,9
1068,Wasps,2.0,2.0,2.0,100.0,5.0,7.0,71.42857142857143,0.778,0.0,1.0,15.0,113.0,97.0,392.0,0.0,7.0,3.0,12.0,68.0,73.0,0.932,0.0,0.0,0,14.0,130,5,0.963,4.0,1.0,1.0,9.0,0,7.0,3.0,0.0,8.0,0.7,13,0,0,CR White,1,29 ,3.0,5.0,16
1069,Harlequins,2.0,2.0,2.0,100.0,5.0,5.0,100.0,1.0,0.0,1.0,15.0,156.0,121.0,411.0,0.0,4.0,5.0,14.0,86.0,93.0,0.925,5.0,5.0,1,13.0,97,2,0.98,9.0,1.0,1.0,4.0,1,8.0,0.0,3.0,7.0,1.0,16,1,0,CR White,0, 29,3.0,10.0,13
1070,Bath Rugby,1.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,0.0,0.0,28.0,156.0,107.0,233.0,0.0,3.0,10.0,8.0,79.0,81.0,0.975,0.0,0.0,0,12.0,100,7,0.935,9.0,1.0,1.0,7.0,0,7.0,2.0,3.0,12.0,0.778,10,0,0,D Pearson,1,20 ,1.0,10.0,14
1071,London Irish,1.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,21.0,109.0,92.0,349.0,0.0,2.0,7.0,2.0,67.0,70.0,0.9570000000000001,0.0,0.0,0,15.0,105,10,0.9129999999999999,7.0,1.0,1.0,9.0,0,12.0,3.0,2.0,7.0,0.8,14,1,0,D Pearson,0, 13,0.0,8.0,10
1072,Gloucester Rugby,3.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,7.0,163.0,122.0,379.0,0.0,7.0,12.0,14.0,84.0,87.0,0.966,0.0,0.0,0,19.0,99,7,0.934,6.0,2.0,0.0,10.0,0,14.0,1.0,0.0,2.0,0.9329999999999999,7,0,0,DM Rose,1,22 ,1.0,8.0,10
1073,Yorkshire Carnegie,2.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,16.0,126.0,116.0,343.0,0.0,5.0,6.0,20.0,71.0,76.0,0.934,0.0,0.0,0,13.0,96,12,0.889,10.0,0.0,2.0,6.0,0,2.0,0.0,1.0,14.0,1.0,10,0,0,DM Rose,0, 21,0.0,10.0,7
1074,Harlequins,1.0,1.0,1.0,100.0,3.0,5.0,60.0,0.667,0.0,0.0,12.0,178.0,140.0,437.0,0.0,9.0,9.0,18.0,97.0,99.0,0.98,2.0,2.0,1,14.0,74,3,0.961,9.0,0.0,0.0,10.0,1,6.0,2.0,1.0,11.0,0.75,15,0,0,A Small,1,16 ,0.0,9.0,14
1075,Northampton Saints,2.0,2.0,2.0,100.0,2.0,4.0,50.0,0.667,0.0,0.0,17.0,83.0,76.0,242.0,0.0,5.0,3.0,12.0,45.0,49.0,0.9179999999999999,5.0,7.0,0,10.0,148,9,0.943,10.0,0.0,0.0,9.0,0,11.0,1.0,2.0,6.0,0.917,14,0,0,A Small,0, 20,1.0,10.0,15
1076,Leicester Tigers,4.0,4.0,4.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,14.0,109.0,103.0,460.0,0.0,9.0,10.0,7.0,72.0,73.0,0.986,5.0,5.0,1,20.0,107,9,0.922,9.0,0.0,1.0,9.0,1,10.0,1.0,3.0,10.0,0.909,6,0,0,DD Richards,1,37 ,1.0,9.0,21
1077,Exeter Chiefs,3.0,3.0,3.0,100.0,2.0,3.0,66.66666666666666,0.833,0.0,0.0,23.0,127.0,96.0,317.0,0.0,9.0,9.0,12.0,71.0,79.0,0.899,5.0,5.0,1,12.0,117,10,0.9209999999999999,9.0,1.0,0.0,9.0,1,10.0,3.0,1.0,10.0,0.769,21,1,0,DD Richards,0, 27,0.0,10.0,6
1078,Newcastle Falcons,2.0,2.0,2.0,100.0,5.0,5.0,100.0,1.0,0.0,0.0,27.0,70.0,81.0,266.0,0.0,4.0,5.0,8.0,56.0,57.0,0.982,0.0,0.0,0,12.0,88,8,0.917,14.0,2.0,1.0,10.0,0,9.0,1.0,1.0,10.0,0.9,10,1,0,JP Doyle,1,29 ,1.0,16.0,9
1079,Wasps,2.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,18.0,111.0,90.0,347.0,0.0,8.0,7.0,11.0,59.0,64.0,0.922,0.0,0.0,0,25.0,79,5,0.94,10.0,1.0,2.0,14.0,0,10.0,1.0,1.0,9.0,0.909,9,0,0,JP Doyle,0, 17,0.0,11.0,10
1080,Saracens,3.0,2.0,3.0,66.66666666666666,3.0,5.0,60.0,0.625,0.0,0.0,23.0,152.0,107.0,476.0,0.0,4.0,7.0,8.0,85.0,91.0,0.934,6.0,7.0,0,10.0,118,7,0.9440000000000001,3.0,3.0,3.0,3.0,0,17.0,2.0,1.0,10.0,0.895,12,0,0,W Barnes,1,28 ,1.0,6.0,17
1081,Sale Sharks,1.0,1.0,1.0,100.0,2.0,3.0,66.66666666666666,0.75,0.0,0.0,25.0,111.0,98.0,244.0,0.0,2.0,8.0,11.0,87.0,90.0,0.9670000000000001,5.0,5.0,1,9.0,112,7,0.941,3.0,3.0,3.0,3.0,1,10.0,1.0,2.0,17.0,0.909,17,1,0,W Barnes,0, 13,0.0,6.0,12
1082,Exeter Chiefs,1.0,1.0,1.0,100.0,5.0,5.0,100.0,1.0,0.0,0.0,18.0,182.0,153.0,359.0,0.0,8.0,11.0,12.0,11.0,1.0,0.958,0.0,0.0,0,21.0,76,8,0.905,10.0,0.0,0.0,11.0,0,16.0,1.0,0.0,7.0,0.941,6,0,0,GM Garner,1,22 ,1.0,10.0,9
1083,Newcastle Falcons,2.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,25.0,100.0,79.0,246.0,0.0,6.0,8.0,5.0,54.0,61.0,0.885,0.0,0.0,0,17.0,157,11,0.935,11.0,0.0,0.0,10.0,0,7.0,0.0,1.0,16.0,1.0,9,1,0,GM Garner,0, 17,0.0,11.0,6
1084,Yorkshire Carnegie,1.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,13.0,173.0,126.0,255.0,0.0,3.0,10.0,12.0,93.0,95.0,0.9790000000000001,0.0,0.0,0,13.0,89,8,0.9179999999999999,7.0,0.0,1.0,10.0,0,9.0,0.0,3.0,9.0,1.0,18,1,0,S Davey,1,14 ,0.0,7.0,14
1085,Saracens,2.0,2.0,2.0,100.0,4.0,4.0,100.0,1.0,0.0,0.0,13.0,105.0,76.0,182.0,0.0,2.0,8.0,1.0,64.0,66.0,0.97,0.0,0.0,0,8.0,148,10,0.937,10.0,1.0,0.0,7.0,0,9.0,3.0,0.0,9.0,0.75,14,0,0,S Davey,0, 26,1.0,11.0,18
1086,London Irish,2.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,18.0,152.0,108.0,309.0,0.0,4.0,6.0,11.0,93.0,99.0,0.9390000000000001,4.0,4.0,1,11.0,86,6,0.935,12.0,1.0,1.0,3.0,1,13.0,0.0,1.0,13.0,1.0,9,0,0,DD Richards,1,23 ,1.0,13.0,19
1087,Gloucester Rugby,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,18.0,136.0,85.0,294.0,0.0,3.0,6.0,8.0,75.0,78.0,0.9620000000000001,4.0,4.0,1,13.0,125,6,0.9540000000000001,3.0,1.0,1.0,12.0,1,13.0,1.0,0.0,13.0,0.929,19,0,0,DD Richards,0, 16,0.0,4.0,9
1088,Wasps,3.0,2.0,3.0,66.66666666666666,6.0,6.0,100.0,0.889,0.0,0.0,26.0,106.0,76.0,322.0,0.0,3.0,9.0,8.0,52.0,58.0,0.897,3.0,3.0,1,13.0,117,18,0.867,5.0,1.0,1.0,4.0,1,8.0,3.0,1.0,10.0,0.727,11,0,0,W Barnes,1,37 ,1.0,6.0,9
1089,Leicester Tigers,4.0,2.0,4.0,50.0,2.0,4.0,50.0,0.5,0.0,0.0,24.0,110.0,99.0,498.0,0.0,8.0,17.0,2.0,79.0,83.0,0.9520000000000001,6.0,6.0,1,21.0,75,10,0.882,4.0,1.0,1.0,5.0,1,10.0,1.0,3.0,8.0,0.909,9,0,0,W Barnes,0, 30,0.0,5.0,11
1090,Northampton Saints,4.0,1.0,4.0,25.0,3.0,3.0,100.0,0.5710000000000001,0.0,0.0,20.0,116.0,89.0,363.0,0.0,5.0,6.0,5.0,69.0,73.0,0.945,7.0,9.0,0,12.0,100,9,0.917,9.0,1.0,3.0,2.0,0,8.0,1.0,3.0,14.0,0.889,11,0,0,CR White,1,31 ,1.0,10.0,15
1091,Bath Rugby,1.0,1.0,1.0,100.0,1.0,3.0,33.33333333333333,0.5,0.0,0.0,11.0,165.0,102.0,387.0,0.0,10.0,9.0,11.0,69.0,71.0,0.972,2.0,2.0,1,13.0,99,6,0.943,2.0,3.0,1.0,9.0,1,14.0,3.0,1.0,8.0,0.8240000000000001,15,1,0,CR White,0, 10,0.0,5.0,11
1092,Sale Sharks,2.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,15.0,141.0,110.0,367.0,0.0,4.0,7.0,11.0,89.0,95.0,0.937,0.0,0.0,0,17.0,79,6,0.929,7.0,1.0,2.0,6.0,0,13.0,4.0,3.0,10.0,0.765,10,0,0,D Pearson,1,21 ,1.0,8.0,19
1093,Harlequins,2.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,18.0,119.0,80.0,325.0,0.0,9.0,7.0,10.0,60.0,66.0,0.909,0.0,0.0,0,14.0,108,7,0.9390000000000001,6.0,2.0,1.0,7.0,0,10.0,3.0,4.0,13.0,0.769,19,2,0,D Pearson,0, 17,0.0,8.0,10
1094,Bath Rugby,4.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,11.0,125.0,78.0,370.0,0.0,3.0,10.0,12.0,53.0,55.0,0.9640000000000001,0.0,0.0,0,15.0,162,9,0.9470000000000001,12.0,2.0,0.0,12.0,0,4.0,2.0,1.0,8.0,0.667,14,1,0,JP Doyle,1,31 ,1.0,14.0,10
1095,Sale Sharks,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,11.0,193.0,158.0,437.0,0.0,6.0,9.0,13.0,13.0,1.0,0.956,0.0,0.0,0,14.0,64,10,0.865,12.0,0.0,2.0,12.0,0,8.0,1.0,2.0,4.0,0.889,10,0,0,JP Doyle,0, 16,0.0,12.0,14
